Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Euros
2022,1,Ciutat Vella,1,el Raval,1,16403
2022,1,Ciutat Vella,1,el Raval,2,14708
2022,1,Ciutat Vella,1,el Raval,3,13387
2022,1,Ciutat Vella,1,el Raval,4,16566
2022,1,Ciutat Vella,1,el Raval,5,13894
2022,1,Ciutat Vella,1,el Raval,6,14903
2022,1,Ciutat Vella,1,el Raval,7,14184
2022,1,Ciutat Vella,1,el Raval,8,11486
2022,1,Ciutat Vella,1,el Raval,9,14404
2022,1,Ciutat Vella,1,el Raval,10,12662
2022,1,Ciutat Vella,1,el Raval,11,12598
2022,1,Ciutat Vella,1,el Raval,12,15534
2022,1,Ciutat Vella,1,el Raval,13,15645
2022,1,Ciutat Vella,1,el Raval,14,14931
2022,1,Ciutat Vella,1,el Raval,15,15706
2022,1,Ciutat Vella,1,el Raval,16,15272
2022,1,Ciutat Vella,1,el Raval,17,13318
2022,1,Ciutat Vella,1,el Raval,18,14876
2022,1,Ciutat Vella,1,el Raval,19,14772
2022,1,Ciutat Vella,1,el Raval,20,19568
2022,1,Ciutat Vella,1,el Raval,21,19864
2022,1,Ciutat Vella,2,el Barri Gòtic,22,23732
2022,1,Ciutat Vella,2,el Barri Gòtic,23,20758
2022,1,Ciutat Vella,2,el Barri Gòtic,25,19175
2022,1,Ciutat Vella,2,el Barri Gòtic,26,20118
2022,1,Ciutat Vella,2,el Barri Gòtic,27,17967
2022,1,Ciutat Vella,2,el Barri Gòtic,28,19557
2022,1,Ciutat Vella,2,el Barri Gòtic,29,16414
2022,1,Ciutat Vella,2,el Barri Gòtic,30,16549
2022,1,Ciutat Vella,2,el Barri Gòtic,31,15820
2022,1,Ciutat Vella,3,la Barceloneta,32,20263
2022,1,Ciutat Vella,3,la Barceloneta,33,18008
2022,1,Ciutat Vella,3,la Barceloneta,34,18127
2022,1,Ciutat Vella,3,la Barceloneta,35,18351
2022,1,Ciutat Vella,3,la Barceloneta,36,18542
2022,1,Ciutat Vella,3,la Barceloneta,37,19280
2022,1,Ciutat Vella,3,la Barceloneta,38,17161
2022,1,Ciutat Vella,3,la Barceloneta,39,18791
2022,1,Ciutat Vella,3,la Barceloneta,40,19512
2022,1,Ciutat Vella,3,la Barceloneta,41,18181
2022,1,Ciutat Vella,3,la Barceloneta,42,19150
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,25355
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,20940
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,20067
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,17922
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,20245
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,15845
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,19132
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,17985
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,18826
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,23539
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,18141
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,19720
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,22722
2022,2,Eixample,5,el Fort Pienc,1,23120
2022,2,Eixample,5,el Fort Pienc,2,23784
2022,2,Eixample,5,el Fort Pienc,3,26779
2022,2,Eixample,5,el Fort Pienc,4,21084
2022,2,Eixample,5,el Fort Pienc,5,24892
2022,2,Eixample,5,el Fort Pienc,6,25749
2022,2,Eixample,5,el Fort Pienc,7,28715
2022,2,Eixample,5,el Fort Pienc,8,25942
2022,2,Eixample,5,el Fort Pienc,9,25143
2022,2,Eixample,5,el Fort Pienc,10,23083
2022,2,Eixample,5,el Fort Pienc,11,25040
2022,2,Eixample,5,el Fort Pienc,12,21018
2022,2,Eixample,5,el Fort Pienc,13,22484
2022,2,Eixample,5,el Fort Pienc,14,21349
2022,2,Eixample,5,el Fort Pienc,15,20743
2022,2,Eixample,5,el Fort Pienc,16,26785
2022,2,Eixample,5,el Fort Pienc,17,26993
2022,2,Eixample,5,el Fort Pienc,18,25107
2022,2,Eixample,5,el Fort Pienc,19,24516
2022,2,Eixample,5,el Fort Pienc,20,23356
2022,2,Eixample,6,la Sagrada Família,21,24017
2022,2,Eixample,6,la Sagrada Família,22,24280
2022,2,Eixample,6,la Sagrada Família,23,24982
2022,2,Eixample,6,la Sagrada Família,24,22410
2022,2,Eixample,6,la Sagrada Família,25,22635
2022,2,Eixample,6,la Sagrada Família,26,22988
2022,2,Eixample,6,la Sagrada Família,27,23339
2022,2,Eixample,6,la Sagrada Família,28,23358
2022,2,Eixample,6,la Sagrada Família,29,23989
2022,2,Eixample,6,la Sagrada Família,30,20735
2022,2,Eixample,6,la Sagrada Família,31,24993
2022,2,Eixample,6,la Sagrada Família,32,24508
2022,2,Eixample,6,la Sagrada Família,33,24335
2022,2,Eixample,6,la Sagrada Família,34,22139
2022,2,Eixample,6,la Sagrada Família,35,24967
2022,2,Eixample,6,la Sagrada Família,36,25790
2022,2,Eixample,6,la Sagrada Família,37,26990
2022,2,Eixample,6,la Sagrada Família,38,26944
2022,2,Eixample,6,la Sagrada Família,39,23674
2022,2,Eixample,6,la Sagrada Família,40,21540
2022,2,Eixample,6,la Sagrada Família,41,23463
2022,2,Eixample,6,la Sagrada Família,42,25517
2022,2,Eixample,6,la Sagrada Família,43,24839
2022,2,Eixample,6,la Sagrada Família,44,21323
2022,2,Eixample,6,la Sagrada Família,45,25502
2022,2,Eixample,6,la Sagrada Família,46,22227
2022,2,Eixample,6,la Sagrada Família,47,23039
2022,2,Eixample,6,la Sagrada Família,48,22934
2022,2,Eixample,6,la Sagrada Família,49,22238
2022,2,Eixample,6,la Sagrada Família,50,23878
2022,2,Eixample,6,la Sagrada Família,51,20974
2022,2,Eixample,6,la Sagrada Família,52,24524
2022,2,Eixample,6,la Sagrada Família,53,24904
2022,2,Eixample,6,la Sagrada Família,54,24460
2022,2,Eixample,7,la Dreta de l'Eixample,55,25562
2022,2,Eixample,7,la Dreta de l'Eixample,56,26318
2022,2,Eixample,7,la Dreta de l'Eixample,57,30714
2022,2,Eixample,7,la Dreta de l'Eixample,58,28604
2022,2,Eixample,7,la Dreta de l'Eixample,59,26810
2022,2,Eixample,7,la Dreta de l'Eixample,60,26205
2022,2,Eixample,7,la Dreta de l'Eixample,61,25146
2022,2,Eixample,7,la Dreta de l'Eixample,62,28556
2022,2,Eixample,7,la Dreta de l'Eixample,63,30454
2022,2,Eixample,7,la Dreta de l'Eixample,64,32171
2022,2,Eixample,7,la Dreta de l'Eixample,65,25798
2022,2,Eixample,7,la Dreta de l'Eixample,66,26320
2022,2,Eixample,7,la Dreta de l'Eixample,67,24563
2022,2,Eixample,7,la Dreta de l'Eixample,68,24214
2022,2,Eixample,7,la Dreta de l'Eixample,69,27040
2022,2,Eixample,7,la Dreta de l'Eixample,70,28181
2022,2,Eixample,7,la Dreta de l'Eixample,71,29529
2022,2,Eixample,7,la Dreta de l'Eixample,72,30951
2022,2,Eixample,7,la Dreta de l'Eixample,73,28755
2022,2,Eixample,7,la Dreta de l'Eixample,74,30471
2022,2,Eixample,7,la Dreta de l'Eixample,75,28011
2022,2,Eixample,7,la Dreta de l'Eixample,76,31741
2022,2,Eixample,7,la Dreta de l'Eixample,77,26804
2022,2,Eixample,7,la Dreta de l'Eixample,78,28193
2022,2,Eixample,7,la Dreta de l'Eixample,79,30817
2022,2,Eixample,7,la Dreta de l'Eixample,80,26091
2022,2,Eixample,7,la Dreta de l'Eixample,81,30594
2022,2,Eixample,7,la Dreta de l'Eixample,82,33423
2022,2,Eixample,7,la Dreta de l'Eixample,83,32339
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,84,27840
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,85,28971
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,86,30643
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,87,27159
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,88,29208
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89,28475
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90,26532
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,91,26853
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,92,26089
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,93,25826
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,94,26959
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,95,27039
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,96,25021
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,97,25333
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,98,28631
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,99,28884
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100,27790
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,101,26814
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,102,30277
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,103,23813
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,104,28061
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,105,24213
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,106,29125
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,107,27831
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,108,29748
2022,2,Eixample,8,l'Antiga Esquerra de l'Eixample,109,31293
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,110,26300
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,111,26331
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,112,31524
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,113,30320
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,114,26453
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,115,24487
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,116,29776
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,117,24463
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,118,29154
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,119,27903
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,120,25777
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,121,28323
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,122,27956
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,123,26079
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,124,26816
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,125,25606
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,126,27628
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,127,25051
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,128,24630
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,129,25144
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,130,33805
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,131,25952
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,132,26238
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,133,25050
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,134,24252
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,135,24138
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,136,25556
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,137,23270
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,138,25710
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,139,25315
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,140,25784
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,141,23879
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,142,22543
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,143,24981
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,144,26473
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,145,24324
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,146,23657
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,147,23904
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,148,26668
2022,2,Eixample,9,la Nova Esquerra de l'Eixample,149,24235
2022,2,Eixample,10,Sant Antoni,150,21793
2022,2,Eixample,10,Sant Antoni,151,25018
2022,2,Eixample,10,Sant Antoni,152,25614
2022,2,Eixample,10,Sant Antoni,153,26107
2022,2,Eixample,10,Sant Antoni,154,19896
2022,2,Eixample,10,Sant Antoni,155,22285
2022,2,Eixample,10,Sant Antoni,156,24756
2022,2,Eixample,10,Sant Antoni,157,22594
2022,2,Eixample,10,Sant Antoni,158,23302
2022,2,Eixample,10,Sant Antoni,159,23095
2022,2,Eixample,10,Sant Antoni,160,26632
2022,2,Eixample,10,Sant Antoni,161,24269
2022,2,Eixample,10,Sant Antoni,162,22331
2022,2,Eixample,10,Sant Antoni,163,25382
2022,2,Eixample,10,Sant Antoni,164,24103
2022,2,Eixample,10,Sant Antoni,165,25128
2022,2,Eixample,10,Sant Antoni,166,22912
2022,2,Eixample,10,Sant Antoni,167,23925
2022,2,Eixample,10,Sant Antoni,168,23531
2022,2,Eixample,10,Sant Antoni,169,24553
2022,2,Eixample,10,Sant Antoni,170,23838
2022,2,Eixample,10,Sant Antoni,171,21115
2022,2,Eixample,10,Sant Antoni,172,22802
2022,2,Eixample,10,Sant Antoni,173,23822
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,1,20408
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,2,19564
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,3,18570
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,4,21630
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,5,19071
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,6,19699
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,7,18798
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,8,18919
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,9,20271
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,10,17912
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,11,16639
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,12,19191
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,13,18258
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,14,18011
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,15,18347
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,16,17928
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,17,17562
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,18,19001
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,19,18273
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,20,20275
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,21,20279
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,22,20853
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,23,18340
2022,3,Sants-Montjuïc,11,el Poble Sec - AEI Parc Montjuïc,24,18132
2022,3,Sants-Montjuïc,12,la Marina del Prat Vermell - AEI Zona Franca,25,16888
2022,3,Sants-Montjuïc,13,la Marina de Port,26,18809
2022,3,Sants-Montjuïc,13,la Marina de Port,27,20791
2022,3,Sants-Montjuïc,13,la Marina de Port,28,22903
2022,3,Sants-Montjuïc,13,la Marina de Port,29,18851
2022,3,Sants-Montjuïc,13,la Marina de Port,30,20094
2022,3,Sants-Montjuïc,13,la Marina de Port,31,18753
2022,3,Sants-Montjuïc,13,la Marina de Port,32,16790
2022,3,Sants-Montjuïc,13,la Marina de Port,33,15328
2022,3,Sants-Montjuïc,13,la Marina de Port,34,18950
2022,3,Sants-Montjuïc,13,la Marina de Port,35,19882
2022,3,Sants-Montjuïc,13,la Marina de Port,36,21585
2022,3,Sants-Montjuïc,13,la Marina de Port,37,21611
2022,3,Sants-Montjuïc,13,la Marina de Port,38,15763
2022,3,Sants-Montjuïc,13,la Marina de Port,39,15153
2022,3,Sants-Montjuïc,14,la Font de la Guatlla,40,24262
2022,3,Sants-Montjuïc,14,la Font de la Guatlla,41,21021
2022,3,Sants-Montjuïc,14,la Font de la Guatlla,42,21561
2022,3,Sants-Montjuïc,14,la Font de la Guatlla,43,22443
2022,3,Sants-Montjuïc,14,la Font de la Guatlla,44,20514
2022,3,Sants-Montjuïc,14,la Font de la Guatlla,45,22323
2022,3,Sants-Montjuïc,14,la Font de la Guatlla,46,24358
2022,3,Sants-Montjuïc,15,Hostafrancs,47,20875
2022,3,Sants-Montjuïc,15,Hostafrancs,48,25263
2022,3,Sants-Montjuïc,15,Hostafrancs,49,21665
2022,3,Sants-Montjuïc,15,Hostafrancs,50,23265
2022,3,Sants-Montjuïc,15,Hostafrancs,51,18987
2022,3,Sants-Montjuïc,15,Hostafrancs,52,20669
2022,3,Sants-Montjuïc,15,Hostafrancs,53,19658
2022,3,Sants-Montjuïc,15,Hostafrancs,54,22466
2022,3,Sants-Montjuïc,15,Hostafrancs,55,21748
2022,3,Sants-Montjuïc,15,Hostafrancs,56,20509
2022,3,Sants-Montjuïc,16,la Bordeta,57,21045
2022,3,Sants-Montjuïc,16,la Bordeta,58,26590
2022,3,Sants-Montjuïc,16,la Bordeta,59,20360
2022,3,Sants-Montjuïc,16,la Bordeta,60,23679
2022,3,Sants-Montjuïc,16,la Bordeta,61,21415
2022,3,Sants-Montjuïc,16,la Bordeta,62,21892
2022,3,Sants-Montjuïc,16,la Bordeta,63,21730
2022,3,Sants-Montjuïc,16,la Bordeta,64,22256
2022,3,Sants-Montjuïc,16,la Bordeta,65,21835
2022,3,Sants-Montjuïc,16,la Bordeta,66,20123
2022,3,Sants-Montjuïc,16,la Bordeta,67,21917
2022,3,Sants-Montjuïc,16,la Bordeta,68,19069
2022,3,Sants-Montjuïc,16,la Bordeta,69,22541
2022,3,Sants-Montjuïc,17,Sants - Badal,70,18509
2022,3,Sants-Montjuïc,17,Sants - Badal,71,19363
2022,3,Sants-Montjuïc,17,Sants - Badal,72,19341
2022,3,Sants-Montjuïc,17,Sants - Badal,73,22119
2022,3,Sants-Montjuïc,17,Sants - Badal,74,21399
2022,3,Sants-Montjuïc,17,Sants - Badal,75,19677
2022,3,Sants-Montjuïc,17,Sants - Badal,76,20107
2022,3,Sants-Montjuïc,17,Sants - Badal,77,20297
2022,3,Sants-Montjuïc,17,Sants - Badal,78,19683
2022,3,Sants-Montjuïc,17,Sants - Badal,79,19162
2022,3,Sants-Montjuïc,17,Sants - Badal,80,20804
2022,3,Sants-Montjuïc,17,Sants - Badal,81,21178
2022,3,Sants-Montjuïc,17,Sants - Badal,82,23810
2022,3,Sants-Montjuïc,17,Sants - Badal,83,22094
2022,3,Sants-Montjuïc,17,Sants - Badal,84,22431
2022,3,Sants-Montjuïc,17,Sants - Badal,85,25012
2022,3,Sants-Montjuïc,18,Sants,86,26187
2022,3,Sants-Montjuïc,18,Sants,87,25173
2022,3,Sants-Montjuïc,18,Sants,88,22947
2022,3,Sants-Montjuïc,18,Sants,89,24004
2022,3,Sants-Montjuïc,18,Sants,90,26239
2022,3,Sants-Montjuïc,18,Sants,91,23635
2022,3,Sants-Montjuïc,18,Sants,92,22951
2022,3,Sants-Montjuïc,18,Sants,93,24009
2022,3,Sants-Montjuïc,18,Sants,94,24471
2022,3,Sants-Montjuïc,18,Sants,95,23398
2022,3,Sants-Montjuïc,18,Sants,96,20982
2022,3,Sants-Montjuïc,18,Sants,97,17845
2022,3,Sants-Montjuïc,18,Sants,98,19786
2022,3,Sants-Montjuïc,18,Sants,99,22718
2022,3,Sants-Montjuïc,18,Sants,100,22305
2022,3,Sants-Montjuïc,18,Sants,101,22210
2022,3,Sants-Montjuïc,18,Sants,102,22412
2022,3,Sants-Montjuïc,18,Sants,103,22139
2022,3,Sants-Montjuïc,18,Sants,104,21742
2022,3,Sants-Montjuïc,18,Sants,105,21376
2022,3,Sants-Montjuïc,18,Sants,106,22988
2022,3,Sants-Montjuïc,18,Sants,107,22207
2022,3,Sants-Montjuïc,18,Sants,108,22474
2022,3,Sants-Montjuïc,18,Sants,109,23867
2022,3,Sants-Montjuïc,18,Sants,110,24212
2022,3,Sants-Montjuïc,18,Sants,111,24597
2022,3,Sants-Montjuïc,18,Sants,112,25138
2022,3,Sants-Montjuïc,18,Sants,113,28764
2022,3,Sants-Montjuïc,18,Sants,114,27547
2022,3,Sants-Montjuïc,13,la Marina de Port,211,20115
2022,3,Sants-Montjuïc,13,la Marina de Port,212,18428
2022,3,Sants-Montjuïc,13,la Marina de Port,213,16359
2022,4,Les Corts,19,les Corts,1,25581
2022,4,Les Corts,19,les Corts,2,26446
2022,4,Les Corts,19,les Corts,3,26477
2022,4,Les Corts,19,les Corts,4,24943
2022,4,Les Corts,19,les Corts,5,25771
2022,4,Les Corts,19,les Corts,6,26649
2022,4,Les Corts,19,les Corts,7,24466
2022,4,Les Corts,19,les Corts,8,23909
2022,4,Les Corts,19,les Corts,9,26036
2022,4,Les Corts,19,les Corts,10,28752
2022,4,Les Corts,19,les Corts,11,29000
2022,4,Les Corts,19,les Corts,12,28447
2022,4,Les Corts,19,les Corts,13,29362
2022,4,Les Corts,19,les Corts,14,28206
2022,4,Les Corts,19,les Corts,15,27525
2022,4,Les Corts,19,les Corts,16,29630
2022,4,Les Corts,19,les Corts,17,28354
2022,4,Les Corts,19,les Corts,18,29872
2022,4,Les Corts,19,les Corts,19,33129
2022,4,Les Corts,19,les Corts,20,29420
2022,4,Les Corts,19,les Corts,21,31488
2022,4,Les Corts,19,les Corts,22,28066
2022,4,Les Corts,19,les Corts,23,35922
2022,4,Les Corts,19,les Corts,24,37137
2022,4,Les Corts,19,les Corts,25,28323
2022,4,Les Corts,19,les Corts,26,27704
2022,4,Les Corts,19,les Corts,27,28864
2022,4,Les Corts,19,les Corts,28,26437
2022,4,Les Corts,19,les Corts,29,30157
2022,4,Les Corts,19,les Corts,30,28836
2022,4,Les Corts,19,les Corts,31,26535
2022,4,Les Corts,19,les Corts,32,26042
2022,4,Les Corts,19,les Corts,33,25328
2022,4,Les Corts,19,les Corts,34,30072
2022,4,Les Corts,19,les Corts,35,28387
2022,4,Les Corts,20,la Maternitat i Sant Ramon,36,24225
2022,4,Les Corts,20,la Maternitat i Sant Ramon,37,25510
2022,4,Les Corts,20,la Maternitat i Sant Ramon,38,24999
2022,4,Les Corts,20,la Maternitat i Sant Ramon,39,23877
