seccio,codi_barri,nom_barri,nom_districte,x,y,d_axis_m,pop,snap_m,snapped,d_axis_net_m,egress_connector,A_car15_pre,A_car15_post,dA_car15,pct_car15,A_car15_drop,dA_car15_drop,pct_car15_drop,A_car15_turn_pre,A_car15_turn_post,pct_car15_turn,A_car30_pre,A_car30_post,dA_car30,pct_car30,H_car_pre,H_car_post,dH_car,pct_H,n_car15_pre,n_car15_post,n_car30_pre,n_car30_post,A_walk15,n_walk15,band_net,band_euclid
7007,33,el Baix Guinardó,Horta-Guinardó,430352.95990571246,4584765.003680092,1532.6539669835236,1368.0,21.5,True,2026.7176884482328,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1599620.0,1599620.0,0.0,1606885.0,1606885.0,0.0,0.0,1208253.4503941867,1208041.9203648916,-211.53002929501235,-0.01750709085299957,1050.0,1042.0,1051.0,1050.0,101312.0,73.0,2-3.5km,1-2km
7008,33,el Baix Guinardó,Horta-Guinardó,430497.4067214592,4584791.623148505,1562.408634439936,1394.0,27.4,True,2199.499771864083,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1596288.0,1596288.0,0.0,1606885.0,1606885.0,0.0,0.0,1197315.4088411287,1197106.3446634144,-209.06417771428823,-0.01746107802259387,1050.0,1042.0,1051.0,1050.0,108264.0,77.0,2-3.5km,1-2km
7009,33,el Baix Guinardó,Horta-Guinardó,430649.0269756699,4584810.178352639,1598.2810064901505,1232.0,47.2,True,2162.934271758913,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1603449.0,1603449.0,0.0,1606885.0,1606885.0,0.0,0.0,1231123.7169329955,1230906.1915104243,-217.52542257122695,-0.01766885160113164,1050.0,1043.0,1051.0,1051.0,111783.0,79.0,2-3.5km,1-2km
7010,33,el Baix Guinardó,Horta-Guinardó,430775.803801567,4584678.187870718,1495.6516683479645,1309.0,51.3,True,1960.3399964336397,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1600615.0,1600615.0,0.0,1606885.0,1606885.0,0.0,0.0,1224691.534378987,1224472.8415824745,-218.6927965125069,-0.01785696972449483,1050.0,1043.0,1051.0,1051.0,113901.0,78.0,1-2km,1-2km
7011,33,el Baix Guinardó,Horta-Guinardó,430892.7170567918,4584743.688908231,1556.80645198799,1138.0,24.7,True,2088.3418483706646,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1598251.0,1598251.0,0.0,1606885.0,1606885.0,0.0,0.0,1210049.5314973341,1209836.8048121063,-212.72668522782624,-0.01757999814805886,1050.0,1042.0,1051.0,1050.0,113621.0,79.0,2-3.5km,1-2km
7012,33,el Baix Guinardó,Horta-Guinardó,430765.4827993392,4584874.66819999,1683.9584838030603,1535.0,55.9,True,2294.164103166381,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1603449.0,1603449.0,0.0,1606885.0,1606885.0,0.0,0.0,1218395.3695434628,1218180.6953939432,-214.67414951953106,-0.017619416068527103,1050.0,1042.0,1051.0,1051.0,104004.0,71.0,2-3.5km,1-2km
7013,33,el Baix Guinardó,Horta-Guinardó,430608.28428645927,4584923.206446349,1704.2592987987616,1198.0,24.4,True,2376.269937962711,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1602080.0,1602080.0,0.0,1606885.0,1606885.0,0.0,0.0,1205253.0823484352,1205040.7233774113,-212.3589710239321,-0.017619450564702207,1050.0,1042.0,1051.0,1050.0,107600.0,75.0,2-3.5km,1-2km
7014,33,el Baix Guinardó,Horta-Guinardó,430618.2267221015,4585025.759067016,1807.2458670038827,868.0,36.1,True,2593.4131145602214,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1565109.0,1565109.0,0.0,1606885.0,1606885.0,0.0,0.0,1130603.1571404517,1130408.7227833595,-194.43435709225014,-0.017197400862033512,1049.0,1040.0,1051.0,1050.0,105272.0,73.0,2-3.5km,1-2km
7015,33,el Baix Guinardó,Horta-Guinardó,430524.0454736926,4585143.720306308,1915.5039718736791,1382.0,50.2,True,2569.88888290442,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1599620.0,1599620.0,0.0,1606885.0,1606885.0,0.0,0.0,1214497.474855781,1214287.5502116983,-209.92464408278465,-0.01728489753407785,1050.0,1042.0,1051.0,1050.0,91538.0,64.0,2-3.5km,1-2km
7016,33,el Baix Guinardó,Horta-Guinardó,430339.0846751793,4584998.182100394,1766.124427485069,1367.0,11.8,True,2290.9857720476584,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1603449.0,1603449.0,0.0,1606885.0,1606885.0,0.0,0.0,1226761.0263410457,1226545.6034959122,-215.42284513358027,-0.017560294181834534,1050.0,1042.0,1051.0,1051.0,91488.0,65.0,2-3.5km,1-2km
7017,33,el Baix Guinardó,Horta-Guinardó,430099.44724087504,4584901.6930436855,1694.1790990906554,1706.0,54.9,True,2024.5241666586799,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1593098.0,1593098.0,0.0,1606885.0,1606885.0,0.0,0.0,1180832.8345338625,1180629.02668348,-203.8078503825236,-0.017259669990712732,1050.0,1042.0,1051.0,1050.0,92198.0,68.0,2-3.5km,1-2km
7018,33,el Baix Guinardó,Horta-Guinardó,430105.2033770015,4584770.156875797,1563.7091679129892,1664.0,45.6,True,1919.9701355964992,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1601486.0,1601486.0,0.0,1606885.0,1606885.0,0.0,0.0,1210485.5416870776,1210270.912842898,-214.6288441796787,-0.017730806092945667,1050.0,1042.0,1051.0,1051.0,97196.0,72.0,1-2km,1-2km
7019,33,el Baix Guinardó,Horta-Guinardó,430041.1722126688,4585025.900518995,1826.9218206774428,1498.0,44.6,True,2174.587854888641,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1599270.0,1599270.0,0.0,1606885.0,1606885.0,0.0,0.0,1185052.8515760805,1184845.9622468485,-206.88932923204266,-0.0174582364792327,1050.0,1042.0,1051.0,1050.0,75503.0,56.0,2-3.5km,1-2km
7020,34,Can Baró,Horta-Guinardó,430084.6407749546,4585140.553609856,1932.2031566347405,1695.0,36.2,True,2333.3760565076223,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1600888.0,1600888.0,0.0,1606885.0,1606885.0,0.0,0.0,1190684.493841423,1190476.6224953597,-207.87134606321342,-0.017458138334578665,1050.0,1042.0,1051.0,1050.0,57622.0,42.0,2-3.5km,1-2km
7021,34,Can Baró,Horta-Guinardó,429618.2194229871,4585277.186947205,2185.619463453085,1066.0,2.2,True,2668.9751562546307,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1591108.0,1591108.0,0.0,1606885.0,1606885.0,0.0,0.0,1158037.9028196223,1157836.1285656327,-201.77425398956984,-0.017423803961708367,1050.0,1042.0,1051.0,1050.0,52000.0,37.0,2-3.5km,2-3.5km
7022,34,Can Baró,Horta-Guinardó,429827.0374973822,4585202.054503162,2048.4518328356294,1166.0,16.4,True,2483.0564249014556,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1576519.0,1576519.0,0.0,1606885.0,1606885.0,0.0,0.0,1167728.3422676895,1167524.5370914629,-203.80517622665502,-0.017453132620800497,1050.0,1042.0,1051.0,1050.0,69956.0,50.0,2-3.5km,2-3.5km
7023,34,Can Baró,Horta-Guinardó,429823.4896845541,4585388.795947691,2229.46535080382,1303.0,5.9,True,2750.342689447998,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1546012.0,1546012.0,0.0,1606885.0,1606885.0,0.0,0.0,1128278.2594127278,1128081.3595946983,-196.8998180294875,-0.017451352659402872,1050.0,1042.0,1051.0,1050.0,50253.0,36.0,2-3.5km,2-3.5km
7024,34,Can Baró,Horta-Guinardó,429927.10622633377,4585279.572105219,2098.705230153505,1478.0,39.7,True,2610.072246493714,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1571784.0,1571784.0,0.0,1606885.0,1606885.0,0.0,0.0,1152974.8031082118,1152773.5702095958,-201.23289861599915,-0.01745336481538986,1050.0,1042.0,1051.0,1050.0,70604.0,50.0,2-3.5km,2-3.5km
7025,34,Can Baró,Horta-Guinardó,430111.7098944337,4585275.166287819,2061.376513187157,1444.0,21.8,True,2610.0180676855175,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1583325.0,1583325.0,0.0,1606885.0,1606885.0,0.0,0.0,1145654.3731592584,1145457.9343774044,-196.43878185399808,-0.017146426222098568,1050.0,1042.0,1051.0,1050.0,53949.0,39.0,2-3.5km,2-3.5km
7026,34,Can Baró,Horta-Guinardó,430169.2444467589,4585487.156906172,2265.23158027704,1119.0,79.2,True,2835.5633213564684,0.0,1603550.0,1603550.0,0.0,0.0,1601874.0,-1676.0,-0.10451810046459419,1568453.0,1568453.0,0.0,1606885.0,1606885.0,0.0,0.0,1101919.3666985994,1101732.3212412614,-187.04545733798295,-0.016974514015338497,1049.0,1039.0,1051.0,1050.0,33958.0,24.0,2-3.5km,2-3.5km
7027,35,el Guinardó,Horta-Guinardó,430519.0079033678,4585342.052853449,2113.093217745658,2116.0,11.1,True,3253.4512146865195,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1585315.0,1585315.0,0.0,1606885.0,1606885.0,0.0,0.0,1157285.3806890475,1157086.2036272592,-199.1770617882721,-0.01721071268261266,1049.0,1041.0,1051.0,1050.0,31529.0,22.0,2-3.5km,2-3.5km
7028,35,el Guinardó,Horta-Guinardó,430486.62377582776,4585709.313625083,2478.3234286915763,1475.0,127.7,True,3045.1270662898924,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1583413.0,1583413.0,0.0,1606885.0,1606885.0,0.0,0.0,1146863.8505890146,1146666.9659072862,-196.88468172843568,-0.01716722360961314,1050.0,1042.0,1051.0,1050.0,37941.0,26.0,2-3.5km,2-3.5km
7029,35,el Guinardó,Horta-Guinardó,430749.8493349903,4585695.849919801,2488.99525544374,1313.0,38.3,True,3230.7384463089265,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1593206.0,1593206.0,0.0,1606885.0,1606885.0,0.0,0.0,1183881.2945321791,1183679.923196423,-201.37133575603366,-0.017009419498904006,1050.0,1042.0,1051.0,1050.0,53384.0,37.0,2-3.5km,2-3.5km
7030,35,el Guinardó,Horta-Guinardó,430826.8170246596,4585853.405168649,2656.534488656203,1365.0,1.4,True,3478.2392636903023,0.0,1602080.0,1602080.0,0.0,0.0,1600404.0,-1676.0,-0.10461400179766304,1525756.0,1525756.0,0.0,1606885.0,1606885.0,0.0,0.0,1129819.0204142567,1129630.2511813717,-188.76923288498074,-0.01670791777038477,1048.0,1038.0,1051.0,1050.0,55390.0,38.0,2-3.5km,2-3.5km
7031,35,el Guinardó,Horta-Guinardó,430983.1883559263,4585769.2814504085,2578.1690086273265,1558.0,33.6,True,3412.429026583354,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1588257.0,1588257.0,0.0,1606885.0,1606885.0,0.0,0.0,1189898.804099983,1189700.0759386697,-198.7281613133382,-0.016701265740295658,1049.0,1041.0,1051.0,1050.0,84024.0,57.0,2-3.5km,2-3.5km
7032,35,el Guinardó,Horta-Guinardó,430953.7593266436,4585622.998135743,2432.385860206999,1436.0,26.9,True,3237.276183177505,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1590752.0,1590752.0,0.0,1606885.0,1606885.0,0.0,0.0,1191273.8761998438,1191073.7832014563,-200.09299838752486,-0.0167965572304683,1049.0,1041.0,1051.0,1050.0,87175.0,58.0,2-3.5km,2-3.5km
7033,35,el Guinardó,Horta-Guinardó,431113.5974755369,4585752.893203579,2563.7780276354947,1423.0,40.5,True,3362.6331355566476,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1585370.0,1585370.0,0.0,1606885.0,1606885.0,0.0,0.0,1176340.173214201,1176145.991085938,-194.18212826293893,-0.016507310783441222,1049.0,1040.0,1051.0,1050.0,88839.0,60.0,2-3.5km,2-3.5km
7034,35,el Guinardó,Horta-Guinardó,431291.3693923872,4585546.117049727,2371.7236500093704,1799.0,23.7,True,3118.635028654442,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1593206.0,1593206.0,0.0,1606885.0,1606885.0,0.0,0.0,1191400.0535513111,1191199.1744569726,-200.87909433851019,-0.016860759216833353,1049.0,1041.0,1051.0,1050.0,103405.0,69.0,2-3.5km,2-3.5km
7035,35,el Guinardó,Horta-Guinardó,431435.7975638415,4585367.533275946,2217.714675121415,1734.0,41.1,True,2800.2460310187985,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1584912.0,1584912.0,0.0,1606885.0,1606885.0,0.0,0.0,1185645.760587797,1185446.0300348073,-199.7305529897567,-0.016845718985301145,1049.0,1041.0,1051.0,1050.0,115155.0,75.0,2-3.5km,2-3.5km
7036,35,el Guinardó,Horta-Guinardó,431225.2110820003,4585411.575360609,2230.818906066229,1405.0,17.7,True,2973.469496185174,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1596786.0,1596786.0,0.0,1606885.0,1606885.0,0.0,0.0,1193103.9563860619,1192899.5881408327,-204.36824522912502,-0.017129123085649716,1049.0,1041.0,1051.0,1050.0,99315.0,66.0,2-3.5km,2-3.5km
7037,35,el Guinardó,Horta-Guinardó,431005.0878807736,4585528.878527047,2337.638818716576,1479.0,13.4,True,3152.950006393275,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1565275.0,1565275.0,0.0,1606885.0,1606885.0,0.0,0.0,1143172.834861303,1142980.8491175133,-191.9857437897008,-0.016794113535158813,1049.0,1039.0,1051.0,1050.0,81514.0,55.0,2-3.5km,2-3.5km
7038,35,el Guinardó,Horta-Guinardó,430804.08743775904,4585285.163575488,2093.4531087550304,1270.0,94.3,True,3232.7772445419514,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1591290.0,1591290.0,0.0,1606885.0,1606885.0,0.0,0.0,1176066.5545786978,1175868.4047340092,-198.1498446885962,-0.01684852306335498,1049.0,1041.0,1051.0,1050.0,87903.0,60.0,2-3.5km,2-3.5km
7039,35,el Guinardó,Horta-Guinardó,431037.1543461408,4585034.512114106,1843.4814366500607,1605.0,161.2,True,2634.3990254054543,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1598399.0,1598399.0,0.0,1606885.0,1606885.0,0.0,0.0,1208801.6049118119,1208591.3145435303,-210.29036828153767,-0.017396599030564605,1049.0,1041.0,1051.0,1050.0,92272.0,63.0,2-3.5km,1-2km
7040,35,el Guinardó,Horta-Guinardó,431120.02373941935,4585286.984328137,2098.6713775145645,1487.0,3.6,True,2807.0797108871475,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1595807.0,1595807.0,0.0,1606885.0,1606885.0,0.0,0.0,1188198.10027235,1187991.410039412,-206.6902329379227,-0.017395267076302064,1049.0,1041.0,1051.0,1050.0,100287.0,67.0,2-3.5km,2-3.5km
7041,35,el Guinardó,Horta-Guinardó,431337.504034857,4585239.6939279325,2074.5988433951684,1375.0,24.2,True,2732.3623936195504,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1597420.0,1597420.0,0.0,1606885.0,1606885.0,0.0,0.0,1209316.1625773476,1209106.6639836787,-209.49859366891906,-0.017323723948452528,1049.0,1041.0,1051.0,1050.0,109536.0,72.0,2-3.5km,2-3.5km
7042,35,el Guinardó,Horta-Guinardó,431442.9545719687,4585672.899304561,2519.284621121424,1513.0,22.8,True,3105.574127151515,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1585431.0,1585431.0,0.0,1606885.0,1606885.0,0.0,0.0,1188703.638310701,1188504.7668502654,-198.87146043544635,-0.01673011287473369,1049.0,1041.0,1051.0,1050.0,106912.0,70.0,2-3.5km,2-3.5km
7043,35,el Guinardó,Horta-Guinardó,431331.28411814326,4585807.702325928,2636.213649784198,1409.0,30.6,True,3403.5993572897364,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1588257.0,1588257.0,0.0,1606885.0,1606885.0,0.0,0.0,1175135.2281087027,1174941.1655636954,-194.06254500732757,-0.01651406071109429,1049.0,1040.0,1051.0,1050.0,92022.0,62.0,2-3.5km,2-3.5km
7044,35,el Guinardó,Horta-Guinardó,431272.8883356589,4586030.883195802,2851.860436453489,1282.0,13.2,True,3536.219874590483,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1593206.0,1593206.0,0.0,1606885.0,1606885.0,0.0,0.0,1201156.5197866675,1200957.5777859087,-198.94200075883418,-0.016562537644483455,1049.0,1041.0,1051.0,1050.0,99712.0,68.0,>3.5km,2-3.5km
7045,35,el Guinardó,Horta-Guinardó,431184.3561168652,4585920.36951504,2734.743870482776,1568.0,49.9,True,3543.2013796615665,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1585370.0,1585370.0,0.0,1606885.0,1606885.0,0.0,0.0,1177268.227047425,1177074.124725202,-194.10232222289778,-0.016487518966659294,1049.0,1040.0,1051.0,1050.0,86495.0,59.0,>3.5km,2-3.5km
7046,35,el Guinardó,Horta-Guinardó,431122.81154989,4586055.310943991,2866.3217794117245,1394.0,28.4,True,3657.8159072733965,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1586429.0,1586429.0,0.0,1606885.0,1606885.0,0.0,0.0,1191177.118670517,1190980.6315621892,-196.48710832791403,-0.01649520505793588,1049.0,1041.0,1051.0,1050.0,86631.0,60.0,>3.5km,2-3.5km
7047,35,el Guinardó,Horta-Guinardó,431084.88559718325,4586215.280675907,3024.98541902064,1435.0,14.5,True,3796.611895837213,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1579033.0,1579033.0,0.0,1606885.0,1606885.0,0.0,0.0,1183761.1727408466,1183566.9271211687,-194.24561967793852,-0.016409189974375304,1050.0,1041.0,1051.0,1050.0,97854.0,68.0,>3.5km,2-3.5km
7048,35,el Guinardó,Horta-Guinardó,430979.47693817865,4586336.793244476,3145.6900341318506,1341.0,46.1,True,3965.7045569796937,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1592749.0,1592749.0,0.0,1606885.0,1606885.0,0.0,0.0,1191017.6147272326,1190822.5327106675,-195.08201656513847,-0.016379440081565565,1050.0,1042.0,1051.0,1050.0,101109.0,70.0,>3.5km,2-3.5km
7049,35,el Guinardó,Horta-Guinardó,430912.0077446256,4586230.380246587,3040.6894125985527,1200.0,26.1,True,3813.100179527731,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1583670.0,1583670.0,0.0,1606885.0,1606885.0,0.0,0.0,1172838.4829503342,1172645.885152808,-192.59779752627946,-0.016421510747310235,1049.0,1039.0,1051.0,1050.0,92184.0,64.0,>3.5km,2-3.5km
7050,35,el Guinardó,Horta-Guinardó,430992.1074182166,4586031.246908448,2840.054845783579,1190.0,31.0,True,3656.24980472828,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1575590.0,1575590.0,0.0,1606885.0,1606885.0,0.0,0.0,1175009.2257529576,1174816.3509607327,-192.8747922249604,-0.016414747050293527,1049.0,1039.0,1051.0,1050.0,91316.0,63.0,>3.5km,2-3.5km
7051,35,el Guinardó,Horta-Guinardó,430848.4774402679,4586048.667639335,2852.725654497048,1822.0,32.1,True,3590.06536203429,0.0,1601932.0,1601932.0,0.0,0.0,1600256.0,-1676.0,-0.10462366692219145,1570941.0,1570941.0,0.0,1606885.0,1606885.0,0.0,0.0,1151273.4329616665,1151085.0832163286,-188.34974533785135,-0.016360122621202077,1048.0,1038.0,1051.0,1050.0,79336.0,55.0,>3.5km,2-3.5km
7052,36,la Font d'en Fargues,Horta-Guinardó,430700.6840342606,4586209.934392172,2993.1482356414954,1254.0,6.2,True,3882.9134060476877,0.0,1603449.0,1603449.0,0.0,0.0,1601773.0,-1676.0,-0.1045246839780997,1552518.0,1552518.0,0.0,1606885.0,1606885.0,0.0,0.0,1136636.1811870858,1136446.30117899,-189.88000809587538,-0.016705434090402396,1049.0,1039.0,1051.0,1050.0,62311.0,45.0,>3.5km,2-3.5km
7053,36,la Font d'en Fargues,Horta-Guinardó,430557.25059005024,4586401.877535195,3173.396692007918,1480.0,15.4,True,4145.07085729985,0.0,1601932.0,1601932.0,0.0,0.0,1600256.0,-1676.0,-0.10462366692219145,1533467.0,1533467.0,0.0,1606885.0,1606885.0,0.0,0.0,1123192.8018486456,1123007.8350039427,-184.966844702838,-0.01646795139698224,1048.0,1038.0,1051.0,1050.0,66672.0,47.0,>3.5km,2-3.5km
7054,36,la Font d'en Fargues,Horta-Guinardó,430366.0016003887,4586226.766044158,2994.044956985997,1632.0,7.9,True,4335.089086941304,0.0,1586046.0,1586046.0,0.0,0.0,1584370.0,-1676.0,-0.10567158833980855,1470903.0,1470903.0,0.0,1606885.0,1606885.0,0.0,0.0,1078518.4316990436,1078343.0889908401,-175.34270820347592,-0.016257738676496224,1039.0,1028.0,1051.0,1050.0,61916.0,44.0,>3.5km,2-3.5km
7055,36,la Font d'en Fargues,Horta-Guinardó,430137.15428779606,4586350.406357196,3127.9142315761983,1206.0,31.8,True,4583.985233896288,0.0,1587664.0,1587664.0,0.0,0.0,1585988.0,-1676.0,-0.10556389765088835,1442863.0,1442863.0,0.0,1606885.0,1606885.0,0.0,0.0,1094566.1949451845,1094389.3069237282,-176.88802145631053,-0.016160559523325038,1040.0,1029.0,1051.0,1050.0,64752.0,46.0,>3.5km,2-3.5km
7056,36,la Font d'en Fargues,Horta-Guinardó,430101.1203679969,4586027.908868454,2810.0956293933414,1181.0,25.3,True,4369.366055851152,0.0,1587664.0,1587664.0,0.0,0.0,1585988.0,-1676.0,-0.10556389765088835,1468447.0,1468447.0,0.0,1606885.0,1606885.0,0.0,0.0,1094863.5127238554,1094685.600013636,-177.91271021938883,-0.0162497615594814,1040.0,1029.0,1051.0,1050.0,46687.0,33.0,>3.5km,2-3.5km
7057,36,la Font d'en Fargues,Horta-Guinardó,429908.7106009521,4586351.676714673,3155.9522661555275,1426.0,39.4,True,4260.585518403923,0.0,1598736.0,1598736.0,0.0,0.0,1597060.0,-1676.0,-0.10483281792616167,1447567.0,1447567.0,0.0,1606885.0,1606885.0,0.0,0.0,1084146.2860583533,1083966.41946692,-179.86659143329598,-0.01659062008017752,1046.0,1035.0,1051.0,1050.0,66141.0,47.0,>3.5km,2-3.5km
7058,36,la Font d'en Fargues,Horta-Guinardó,429779.64361819153,4586074.00319626,2906.2524301531453,1348.0,45.2,True,4154.137637535133,0.0,1603550.0,1603550.0,0.0,0.0,1601874.0,-1676.0,-0.10451810046459419,1485548.0,1485548.0,0.0,1606885.0,1606885.0,0.0,0.0,1104870.3357449456,1104687.010668159,-183.3250767865684,-0.01659245169823151,1049.0,1038.0,1051.0,1050.0,52923.0,38.0,>3.5km,2-3.5km
7059,37,el Carmel,Horta-Guinardó,429822.9792468739,4585840.323545092,2668.694713325277,1300.0,16.4,True,4013.002099388308,0.0,1598736.0,1598736.0,0.0,0.0,1597060.0,-1676.0,-0.10483281792616167,1474217.0,1474217.0,0.0,1606885.0,1606885.0,0.0,0.0,1064137.9887351703,1063958.0536941122,-179.93504105811007,-0.01690899516443164,1046.0,1035.0,1051.0,1050.0,35417.0,25.0,>3.5km,2-3.5km
7060,37,el Carmel,Horta-Guinardó,429859.937883266,4585660.438324399,2485.066076148013,1872.0,34.0,True,3130.47851733449,0.0,1605067.0,1605067.0,0.0,0.0,1603391.0,-1676.0,-0.10441931707523736,1599270.0,1599270.0,0.0,1606885.0,1606885.0,0.0,0.0,1176268.307056801,1176061.8079665853,-206.4990902156569,-0.017555441133354048,1050.0,1042.0,1051.0,1050.0,25530.0,18.0,2-3.5km,2-3.5km
7061,37,el Carmel,Horta-Guinardó,429307.0075472862,4585554.199457214,2562.085078083748,1204.0,85.1,True,3961.0839436372753,0.0,1589128.0,1589128.0,0.0,0.0,1587452.0,-1676.0,-0.10546664585860925,1469594.0,1469594.0,0.0,1606885.0,1606885.0,0.0,0.0,1044443.8258846361,1044268.351233624,-175.474651012104,-0.01680077440866466,1041.0,1030.0,1051.0,1050.0,38250.0,27.0,>3.5km,2-3.5km
7062,37,el Carmel,Horta-Guinardó,429081.1327747592,4585872.447448472,2946.848578920226,1367.0,33.7,True,3880.6644474636764,0.0,1603550.0,1603550.0,0.0,0.0,1601874.0,-1676.0,-0.10451810046459419,1562768.0,1562768.0,0.0,1606885.0,1606885.0,0.0,0.0,1084850.3291838798,1084674.8903344744,-175.43884940538555,-0.01617171002172863,1049.0,1039.0,1051.0,1050.0,55153.0,38.0,>3.5km,2-3.5km
7063,37,el Carmel,Horta-Guinardó,429309.8287391934,4585939.685843236,2914.873046904481,1459.0,15.9,True,4051.3466132266326,0.0,1603550.0,1603550.0,0.0,0.0,1601874.0,-1676.0,-0.10451810046459419,1568772.0,1568772.0,0.0,1606885.0,1606885.0,0.0,0.0,1083616.0880628244,1083440.8763492466,-175.21171357785352,-0.016169168722022086,1049.0,1039.0,1051.0,1050.0,55704.0,39.0,>3.5km,2-3.5km
7064,37,el Carmel,Horta-Guinardó,429453.80484753504,4585755.189294399,2690.9203943055018,1698.0,24.1,True,3764.3879626853636,0.0,1601937.0,1601937.0,0.0,0.0,1600261.0,-1676.0,-0.1046233403685663,1525592.0,1525592.0,0.0,1606885.0,1606885.0,0.0,0.0,1079693.7714015103,1079512.3388959772,-181.43250553309917,-0.01680407077810483,1048.0,1037.0,1051.0,1050.0,50063.0,35.0,>3.5km,2-3.5km
7065,37,el Carmel,Horta-Guinardó,429469.9175279422,4585887.405555059,2809.907367855243,1708.0,21.1,True,3909.9280729420257,0.0,1601937.0,1601937.0,0.0,0.0,1600261.0,-1676.0,-0.1046233403685663,1540212.0,1540212.0,0.0,1606885.0,1606885.0,0.0,0.0,1090701.5586713732,1090519.0910460092,-182.46762536396272,-0.016729381553853628,1048.0,1037.0,1051.0,1050.0,55210.0,39.0,>3.5km,2-3.5km
7066,37,el Carmel,Horta-Guinardó,429570.2334536241,4585867.499226479,2759.6215387540988,1743.0,15.5,True,3886.8012858310576,0.0,1598736.0,1598736.0,0.0,0.0,1597060.0,-1676.0,-0.10483281792616167,1440996.0,1440996.0,0.0,1606885.0,1606885.0,0.0,0.0,1065775.5789357263,1065595.3713470465,-180.2075886798557,-0.01690858678332725,1046.0,1035.0,1051.0,1050.0,54942.0,39.0,>3.5km,2-3.5km
