station_id,desc,lon,lat,euclid_m,network_m,snap_m,network_bin,euclid_bin,years_with_counts,distance_metric,did_bin,street_group,is_gran_via,is_tac2020_other,q_pre,n_pre,q_post,n_post,delta_q,delta_log_q
4042,ROSSELLÓ - AV. DIAGONAL (sentit Besòs),2.16370570249842,41.3980821322155,305.1,379.9,2.6,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,17729.166666666668,6,16556.5,6,-1172.6666666666679,-0.06843234370349371
4073,VALÈNCIA - RAMBLA DE CATALUNYA,2.16273962226169,41.3922436021376,306.8,337.5,0.8,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,tac2020_other,False,True,28240.85714285714,7,26879.708333333332,24,-1361.1488095238092,-0.04939809934696626
4023,GRAN VIA - VILLARROEL (sentit Besòs),2.16016961309645,41.3833263269611,314.2,356.0,4.3,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,tac2020_other,True,True,46801.4,5,44731.65217391304,23,-2069.747826086961,-0.045231763648050816
4060,PG. SANT JOAN - AUSIÀS MARC (Pujada),2.17765894487054,41.3933623241091,332.8,472.5,19.4,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,2742.4285714285716,7,4064.7916666666665,24,1322.363095238095,0.3935186234037964
4097,PG. GRÀCIA - CASP (Pujada),2.16915384037869,41.3887585646416,347.0,486.0,2.4,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,5709.0,7,7324.761904761905,21,1615.7619047619046,0.24921677292336142
4027,MUNTANER - MALLORCA  (sentit mar),2.15649696883514,41.38881165047,347.4,424.6,11.3,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,19132.0,7,14804.869565217392,23,-4327.130434782608,-0.2564061744878803
2005,ENTENÇA - PROVENÇA  (sentit muntanya),2.14534608547098,41.3836075007717,348.5,428.5,2.4,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,14695.285714285714,7,13690.833333333334,18,-1004.4523809523798,-0.07080023351084286
2003,TARRAGONA - VALÈNCIA  (sentit mar),2.14530786309372,41.378572477309,351.6,468.3,15.3,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,8888.0,7,8512.095238095239,21,-375.9047619047615,-0.04321393111463223
4008,MALLORCA - CASANOVA  (sentit Llobregat),2.15472723259061,41.3879004980236,356.9,394.7,19.7,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,24596.85714285714,7,13383.111111111111,9,-11213.74603174603,-0.6086251291694342
3015,CASANOVA - SEPÚLVEDA  (sentit muntanya),2.16165673159081,41.3832214330662,358.1,412.8,7.5,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,5281.333333333333,6,5407.733333333334,15,126.40000000000055,0.023651436768647116
3014,SEPÚLVEDA - CASANOVA  (sentit Llobregat),2.16147246025133,41.3824189800132,368.8,492.0,12.1,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,17571.5,6,19828.636363636364,22,2257.136363636364,0.12084890248569558
4044,PAU CLARIS - PROVENÇA  (sentit mar),2.16347178849809,41.3954885003117,392.8,467.9,7.1,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,tac2020_other,False,True,18347.85714285714,7,16477.25,24,-1870.6071428571413,-0.10753214910048747
4013,SARDENYA - CONSELL DE CENT  (sentit mar),2.17812842998448,41.3997627169729,396.1,458.8,26.7,250_500m,250_500m,"2017,2018,2019,2020,2021,2022,2023,2024,2025",undirected_osm_highway_utm31n,250_500m,other,False,False,7456.666666666667,6,6312.105263157895,19,-1144.561403508772,-0.1666392267567396
