station_id,desc,did_bin,q_pre,q_post,delta_q,edge_i,snap_m,is_tac2020_other
6014,RONDA GUINARDÓ - CARTAGENA (Besòs),control_gt2km,17288.5,15582.217391304348,-1706.282608695652,46070,1.2,False
2025,C. DE SANTS - SUGRANYES (Sentit Pl. Espanya),control_gt2km,3514.428571428572,2897.75,-616.6785714285716,15158,2.1,False
8015,VIA AUGUSTA - MODOLELL (Pujada),control_gt2km,23002.14285714286,16714.375,-6287.767857142859,39036,2.7,False
8034,AV. REPÚBLICA ARGENTINA - BALLESTER,control_gt2km,25015.714285714286,18055.33333333333,-6960.380952380954,36434,2.7,False
6015,RONDA GUINARDÓ - SANT QUINTÍ (Llobregat),control_gt2km,2919.714285714286,3009.285714285714,89.57142857142844,52840,1.0,False
8005,BALMES - COPÈRNIC (Pujada),control_gt2km,17482.428571428572,15458.823529411764,-2023.6050420168085,59371,2.5,False
9009,SALVADOR ESPRIU - ROSA SENSAT (sentit Llobregat),control_gt2km,16624.571428571428,17458.75,834.1785714285725,8059,1.3,False
8017,MUNTANER - COPÈRNIC (sentit mar),control_gt2km,8920.714285714286,13050.708333333334,4129.994047619048,3449,27.6,False
1008,CAPITÀ ARENAS - MANILA (baixada),control_gt2km,8976.5,8421.125,-555.375,30774,0.6,False
8011,RDA. GENERAL MITRE - BALLESTER (Llobregat),control_gt2km,25067.85714285714,24885.041666666668,-182.81547619047345,36964,0.5,False
